coco_url,caption,class,super_categories
http://images.cocodataset.org/val2017/000000025603.jpg,A YOUNG GIRL EATING PIZZA DRESSED AS A EGYPTION,79,"food, indoor, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000025986.jpg,a table with a bunch of plates of food on it,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000026204.jpg,many vehicles stopped on a city street ,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000026465.jpg,A computer sitting on top of a table.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000026564.jpg,a desk with a laptop some keyboards and some books,92,"kitchen, electronic, indoor"
http://images.cocodataset.org/val2017/000000026690.jpg,A man is high in the air as he skateboards on the ramp.,93,"appliance, sports, person"
http://images.cocodataset.org/val2017/000000026926.jpg,"This is an image of an outside district.
",3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000026941.jpg,A pile of suitcases that are stacked on a green roller.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000027186.jpg,The little girl is intently playing the video game.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000027620.jpg,A desk that has a laptop computer on it.,94,"electronic, kitchen, furniture"
http://images.cocodataset.org/val2017/000000027696.jpg,A person is eating pizza with a knife and fork.,95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000027768.jpg,Red and white bus parked next to a glass building. ,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000027932.jpg,A baseball hat on top of a baseball glove in the sand.,38,sports
http://images.cocodataset.org/val2017/000000027972.jpg,A man is surfing in the crystal blue water,4,"sports, person"
http://images.cocodataset.org/val2017/000000027982.jpg,A small bathroom with marble tiles and counter.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000028285.jpg,A large white and blue clock tower sitting over a roof.,41,indoor
http://images.cocodataset.org/val2017/000000028449.jpg,a family of elephants standing together in the jungle,1,animal
http://images.cocodataset.org/val2017/000000028452.jpg,The refrigerator has a drink and a carton of eggs in it.,96,"appliance, kitchen"
http://images.cocodataset.org/val2017/000000028809.jpg,A picture of a bunch of bananas sitting on a table. ,19,food
http://images.cocodataset.org/val2017/000000028993.jpg,a couple of yellow poles are on the street,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000029187.jpg,A horse and horserace holing a person on a cart.,35,"person, animal"
http://images.cocodataset.org/val2017/000000029393.jpg,A dog standing on a ledge in front of a lemon tree.,97,"food, animal"
http://images.cocodataset.org/val2017/000000029397.jpg,an image of boy standing on top of  a bench,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000029596.jpg,a small room with living room and dining room stuff,61,"electronic, kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000029640.jpg,a recipe consisting of ham broccoli and carrots,98,"appliance, kitchen, food"
http://images.cocodataset.org/val2017/000000029675.jpg,Three hotdgs on a dark plate have been topped with mustard.,58,"furniture, food"
http://images.cocodataset.org/val2017/000000029984.jpg,Four people are swimming in the sea with chairs on the beach.,99,"accessory, person, furniture"
http://images.cocodataset.org/val2017/000000030213.jpg,Kitchen with many old appliances and many pots and pans.,100,"appliance, kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000030494.jpg,A dog playing with something in the woods,53,"sports, animal"
http://images.cocodataset.org/val2017/000000030504.jpg,A tall man is on snow skis on a pathway.,24,"accessory, sports, person"
http://images.cocodataset.org/val2017/000000030675.jpg,The train engine number 6309 is operated by BNSF. ,12,vehicle
http://images.cocodataset.org/val2017/000000030785.jpg,A plate with a bowl filled with broccoli and two crackers with a spread.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000030828.jpg,"A person with an orange blanket covering them, sleeping on a wooden park bench.",15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000031050.jpg,A vase with various flowers in it on a display case.,41,indoor
http://images.cocodataset.org/val2017/000000031093.jpg,a man doing a skateboard trick on top of pool ,24,"accessory, sports, person"
http://images.cocodataset.org/val2017/000000031118.jpg,A city square decorated with a tree and lights,101,"vehicle, person, indoor"
http://images.cocodataset.org/val2017/000000031217.jpg,A man playing tennis on the tennis court.,4,"sports, person"
http://images.cocodataset.org/val2017/000000031248.jpg,A room with furniture and a fire place.,40,"kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000031269.jpg,three zebras in a field near bushes ,1,animal
http://images.cocodataset.org/val2017/000000031296.jpg,Diners in a restaurant sit at a long table. ,102,"electronic, indoor, kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000031322.jpg,A group of white swans swimming on a lake.,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000031620.jpg,A bride and groom about to cut into their cake,77,"food, kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000031735.jpg,A living room painted red with black couches and coffee tables,2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000031749.jpg,A demonic looking chucky like doll standing next to a white clock.,41,indoor
http://images.cocodataset.org/val2017/000000031817.jpg,A man on a motor scooter waiting in a group of motor scooters.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000032038.jpg,A large cheese pizza being served to customers.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000032081.jpg,A woman on the tennis court playing tennis,4,"sports, person"
http://images.cocodataset.org/val2017/000000032285.jpg,A bathroom with brown tile and a bare pantry.,14,furniture
http://images.cocodataset.org/val2017/000000032334.jpg,Some friends pose for a picture while holding wine glasses.,105,"vehicle, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000032570.jpg,A man riding a wave on top of a white surfboard.,4,"sports, person"
http://images.cocodataset.org/val2017/000000032610.jpg,there are many lap tops on top of a small table,106,"electronic, accessory"
http://images.cocodataset.org/val2017/000000032735.jpg,A person in the air with skiing equipment. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000032811.jpg,A bird sitting on the window sill of a boat floating on a lake.,1,animal
http://images.cocodataset.org/val2017/000000032817.jpg,Two men stand over the green water spilled from a toilet.,107,"person, furniture"
http://images.cocodataset.org/val2017/000000032861.jpg,A man holding an umbrella in a  hallway.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000032887.jpg,A man holding a stick standing next to a  green hillside.,55,"electronic, accessory, person"
http://images.cocodataset.org/val2017/000000032901.jpg,four men are posing for a picture at an event,27,"kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000032941.jpg,A yellow sign sitting in the middle of a road.,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000033005.jpg,A tennis player getting ready to his a tennis ball.,4,"sports, person"
http://images.cocodataset.org/val2017/000000033104.jpg,A group of skiers greeting each other on the slope.,59,"outdoor, sports, person"
http://images.cocodataset.org/val2017/000000033109.jpg,A semi truck is driving down a street.,12,vehicle
http://images.cocodataset.org/val2017/000000033114.jpg,A few meters are sitting near an Air plane. ,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000033221.jpg,A group of people standing on top of a beach.,108,"vehicle, accessory, sports, person"
http://images.cocodataset.org/val2017/000000033368.jpg,there is a male tennis player wearing a blue shirt playing on the court,4,"sports, person"
http://images.cocodataset.org/val2017/000000033638.jpg,A woman wearing shorts bends over a frying pan on a stove.,85,"appliance, kitchen, person"
http://images.cocodataset.org/val2017/000000033707.jpg,Two giraffes are standing next to a building.,1,animal
http://images.cocodataset.org/val2017/000000033759.jpg,a boy swinging his baseball bat at a baseball,67,"vehicle, sports, person"
http://images.cocodataset.org/val2017/000000033854.jpg,Two cars facing towards a variety of motorcycles.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000034071.jpg,The photo of the double parking meter has a blurry city in the background.,52,outdoor
http://images.cocodataset.org/val2017/000000034139.jpg,Two people standing next to a life size replica of a suitcase.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000034205.jpg,The meal is prepared and ready to be eaten. ,19,food
http://images.cocodataset.org/val2017/000000034257.jpg,A display of healthy vegetables on a stand ,19,food
http://images.cocodataset.org/val2017/000000034417.jpg,View through window of donut being made in kitchen assembly line.,109,"accessory, person, food"
http://images.cocodataset.org/val2017/000000034452.jpg,A man bending over in the woods with a frisbee in each hand.,4,"sports, person"
http://images.cocodataset.org/val2017/000000034760.jpg,a bathroom with a long counter that has cleaning products on it ,110,"appliance, kitchen, furniture"
http://images.cocodataset.org/val2017/000000034873.jpg,a black counter a sink and a table and two chairs,111,"food, electronic, kitchen, appliance, furniture"
http://images.cocodataset.org/val2017/000000035062.jpg,Child in bed covered with a flower patterned blanket. ,107,"person, furniture"
http://images.cocodataset.org/val2017/000000035197.jpg,A black and white photograph of a person wearing DC shoes on a skateboard in the sun. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000035279.jpg,unable to see this image in this particular hit,112,"sports, electronic, indoor, kitchen, accessory, person"
http://images.cocodataset.org/val2017/000000035326.jpg,A stove back splash with a granite design.,96,"appliance, kitchen"
http://images.cocodataset.org/val2017/000000035682.jpg,A meal of donuts and a beverage is seen in front of a man at a restaurant.,77,"food, kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000035770.jpg,A store with a variety of toilets of different colors and designs.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000035963.jpg,A cross with teddy bears tied to it.,41,indoor
http://images.cocodataset.org/val2017/000000036494.jpg,the people are all in a restaurant some are sitting ,113,"indoor, kitchen, appliance, person, furniture"
http://images.cocodataset.org/val2017/000000036539.jpg,A man and a child who are in the snow.,4,"sports, person"
http://images.cocodataset.org/val2017/000000036660.jpg,a cellophone broken into pieces by a womans feet,30,"electronic, person"
http://images.cocodataset.org/val2017/000000036678.jpg,Old English castle sitting on side of river.,114,"vehicle, indoor"
